game_id,game_date,home_team,away_team,samsung_elo,opponent_elo,rest_diff,samsung_form,opponent_form,samsung_pythagorean,opponent_pythagorean,samsung_win
20220430SSHT0,2022-04-30,KIA,삼성,1451.349441357164,1473.8363076639325,0,0.3,0.4,0.4570175037703944,0.520609794964411,1
20220501SSHT0,2022-05-01,KIA,삼성,1461.9957631699772,1463.1899858511194,0,0.4,0.3,0.46335210557283346,0.5147750982580426,1
20220503NCSS0,2022-05-03,삼성,NC,1472.0301355264025,1431.1598537155596,0,0.5,0.3,0.47798424952477014,0.35469019758296566,0
20220504NCSS0,2022-05-04,삼성,NC,1460.8591903766478,1442.3307988653144,0,0.4,0.4,0.46301369863013697,0.3824066390041494,1
20220505NCSS0,2022-05-05,삼성,NC,1470.3264053817484,1432.8635838602138,0,0.5,0.4,0.48841854225667014,0.3657583363212621,1
20220506SSLT0,2022-05-06,롯데,삼성,1479.2522982137136,1535.711180070506,0,0.6,0.65,0.5,0.545775239375105,1
20220507SSLT0,2022-05-07,롯데,삼성,1490.8631611092342,1524.1003171749855,0,0.7,0.55,0.5184439060245556,0.5224102584716807,1
20220508SSLT0,2022-05-08,롯데,삼성,1501.81689572068,1513.1465825635398,0,0.7,0.55,0.5289611752360965,0.5087712549049781,1
20220510SKSS0,2022-05-10,삼성,SSG,1512.1428747830787,1588.9434417699854,0,0.8,0.6,0.5354164573495428,0.6750070283947146,0
20220511SKSS0,2022-05-11,삼성,SSG,1504.3180589815984,1596.7682575714657,0,0.8,0.7,0.5279501588077204,0.6795735298559304,1
20220512SKSS0,2022-05-12,삼성,SSG,1516.9179158998004,1584.1684006532637,0,0.8,0.6,0.5302752293577981,0.6691082270372639,1
20220514OBSS0,2022-05-14,삼성,두산,1528.8297236708943,1544.6706453955858,0,0.8,0.7,0.536255846839987,0.5547796773416808,1
20220515OBSS0,2022-05-15,삼성,두산,1539.2853463765587,1534.2150226899214,0,0.8,0.6,0.5487435696593772,0.5396486662329213,1
20220517SSHH0,2022-05-17,한화,삼성,1549.1394210890326,1418.8612618332354,0,0.9,0.1,0.5508234532432323,0.3046025512025707,0
20220518SSHH0,2022-05-18,한화,삼성,1535.5561026179241,1432.4445803043438,0,0.8,0.2,0.5466271570507234,0.3107328738219159,1
20220519SSHH0,2022-05-19,한화,삼성,1542.6724823081915,1425.3282006140764,0,0.8,0.2,0.5515341380263522,0.3096727946117889,1
20220520KTSS0,2022-05-20,삼성,KT,1549.4178639191337,1467.2809096907567,0,0.8,0.3,0.554057965770525,0.4693539896217192,0
20220521KTSS0,2022-05-21,삼성,KT,1537.0968519852197,1479.6019216246707,0,0.7,0.3,0.541349178608878,0.4819336114638128,0
20220522KTSS0,2022-05-22,삼성,KT,1525.4569570382073,1491.241816571683,0,0.6,0.4,0.531851677773488,0.49115113547376665,1
20220524HTSS0,2022-05-24,삼성,KIA,1534.475337375635,1530.3065840622132,0,0.7,0.7,0.5340513349671095,0.5753252682036065,0
20220525HTSS0,2022-05-25,삼성,KIA,1524.355356767892,1540.4265646699562,0,0.6,0.7,0.5306119284972326,0.5764705882352941,0
20220526HTSS0,2022-05-26,삼성,KIA,1514.8175936822797,1549.9643277555685,0,0.5,0.7,0.5133309633842872,0.5876222234782117,0
20220527SSLG0,2022-05-27,LG,삼성,1505.8257613450514,1509.4384824661126,0,0.4,0.4,0.507672182614952,0.5532462344620156,0
20220528SSLG0,2022-05-28,LG,삼성,1495.9297400700436,1519.3345037411204,0,0.3,0.4,0.494949623772478,0.5644778888774353,0
20220529SSLG0,2022-05-29,LG,삼성,1486.6023661785032,1528.661877632661,0,0.3,0.5,0.48289009741229905,0.5740087347518341,1
20220531SSWO0,2022-05-31,키움,삼성,1497.807057136646,1569.4403195551786,0,0.3,0.9,0.49287447108603666,0.5702100587881858,0
20220601SSWO0,2022-06-01,키움,삼성,1489.8401019086598,1577.407274783165,0,0.2,0.9,0.4906111564146078,0.5717422796569247,1
20220602SSWO0,2022-06-02,키움,삼성,1502.3084419318566,1564.938934759968,0,0.3,0.8,0.4953704695972737,0.566059887738444,0
20220603OBSS0,2022-06-03,삼성,두산,1494.0918169268216,1461.7274747689107,0,0.3,0.3,0.4932283015214666,0.5044052008538715,1
20220604OBSS0,2022-06-04,삼성,두산,1503.1629813237541,1452.6563103719782,0,0.3,0.3,0.5,0.4978586821954239,0
20220607SSLT0,2022-06-07,롯데,삼성,1491.7194367038367,1449.2783747897408,0,0.3,0.25,0.48333796167731186,0.4181504655860472,1
20220608SSLT0,2022-06-08,롯데,삼성,1500.5039246548613,1440.4938868387162,0,0.4,0.25,0.48981775650543746,0.41369606003752346,1
20220609SSLT0,2022-06-09,롯데,삼성,1508.79367061904,1432.2041408745374,0,0.5,0.25,0.4939640026232906,0.41059747853097023,0
20220610NCSS0,2022-06-10,삼성,NC,1496.6242739311192,1455.197649348305,0,0.5,0.65,0.49215734518445614,0.4235294117647059,0
20220611NCSS0,2022-06-11,삼성,NC,1485.4375384773496,1466.3843848020747,0,0.5,0.65,0.47693535986752617,0.4411421863245178,0
20220612NCSS0,2022-06-12,삼성,NC,1474.889693710399,1476.9322295690254,0,0.4,0.75,0.47145187601957583,0.44772428777585005,1
20220614SSLG0,2022-06-14,LG,삼성,1484.948481940883,1531.920854343274,0,0.5,0.65,0.4755325559139404,0.5850891410048622,0
20220615SSLG0,2022-06-15,LG,삼성,1476.2922780092829,1540.5770582748742,0,0.4,0.65,0.462876581885428,0.5960975489501223,1
20220616SSLG0,2022-06-16,LG,삼성,1488.1217134291203,1528.7476228550368,0,0.5,0.6,0.46895137864025804,0.5895479550346807,0
20220617SSHT0,2022-06-17,KIA,삼성,1479.2857208446046,1536.498354835045,0,0.4,0.35,0.4673077431115103,0.5555650813382772,0
20220618SSHT0,2022-06-18,KIA,삼성,1470.9177081028774,1544.866367576772,0,0.4,0.45,0.4642036925366623,0.5580554250821982,1
20220619SSHT0,2022-06-19,KIA,삼성,1483.0145534585838,1532.7695222210657,0,0.4,0.45,0.4717540204359163,0.5509849834563502,1
20220621WOSS0,2022-06-21,삼성,키움,1494.4369066146896,1558.5440947237023,0,0.4,0.5,0.479175704989154,0.5381954797543086,0
20220622WOSS0,2022-06-22,삼성,키움,1486.261401133628,1566.719600204764,0,0.4,0.6,0.4777126254932982,0.5395064918286933,0
20220623WOSS0,2022-06-23,삼성,키움,1478.5366466020462,1574.4443547363458,0,0.4,0.6,0.4677754677754678,0.5496987000517958,0
20220624SSHH0,2022-06-24,한화,삼성,1471.2290496673434,1382.7787232359842,0,0.4,0.05,0.4597967351711112,0.34830666980616554,0
20220625SSHH0,2022-06-25,한화,삼성,1458.7368541769226,1395.270918726405,0,0.3,0.15,0.4550162712430117,0.3531603594704954,1
20220626SSHH0,2022-06-26,한화,삼성,1466.930207999005,1387.0775649043226,0,0.4,0.15,0.46045806009591855,0.3504567047361813,1
20220628KTSS0,2022-06-28,삼성,KT,1474.6714961024531,1518.0498616006212,0,0.4,0.5,0.4674612343533053,0.4878700694940807,0
20220629KTSS0,2022-06-29,삼성,KT,1465.9135785515382,1526.8077791515361,0,0.4,0.5,0.45263836292602994,0.5050418886321653,1
20220630KTSS0,2022-06-30,삼성,KT,1477.6485256840513,1515.072832019023,0,0.5,0.5,0.4626689925861317,0.4950414442374206,0
20220702SSNC0,2022-07-02,NC,삼성,1468.721537072344,1456.919748762345,0,0.4,0.35,0.44687830638938814,0.4245491610918529,0
20220703SSNC0,2022-07-03,NC,삼성,1458.3819848861187,1467.2593009485704,0,0.3,0.45,0.4248733157874062,0.45264350735777553,0
20220705LGSS0,2022-07-05,삼성,LG,1448.6374389926827,1576.459931425875,0,0.3,0.8,0.41960165975103736,0.6007523599971609,0
20220706LGSS0,2022-07-06,삼성,LG,1442.1589977055605,1582.9383727129973,0,0.3,0.8,0.41595372887244786,0.604336528593576,0
20220707LGSS0,2022-07-07,삼성,LG,1436.0028550229129,1589.094515395645,0,0.3,0.8,0.41678547077418954,0.6029319406339867,0
20220708SKSS0,2022-07-08,삼성,SSG,1430.1445468093252,1582.8383370794622,0,0.3,0.8,0.4163544378047439,0.6013221776218712,0
20220709SKSS0,2022-07-09,삼성,SSG,1424.2767468426346,1588.706137046153,0,0.2,0.8,0.416916238454021,0.6003387966774151,0
20220710SKSS0,2022-07-10,삼성,SSG,1418.6850894738327,1594.2977944149548,0,0.1,0.8,0.4155592779935766,0.6011994317011614,0
20220712SSKT0,2022-07-12,KT,삼성,1413.3490456139486,1555.8480107665337,0,0.1,0.8,0.41028802477521703,0.5392406991356004,0
20220714SSKT0,2022-07-14,KT,삼성,1407.235003450713,1561.9620529297692,0,0.0,0.8,0.4098360655737705,0.5402802537208242,0
20220722SSWO0,2022-07-22,키움,삼성,1401.415615104352,1593.458687424128,0,0.0,0.6,0.40871805707545833,0.5773415443543727,0
20220723SSWO0,2022-07-23,키움,삼성,1396.4413576239504,1598.4329449045294,0,0.0,0.6,0.40805879055863487,0.5781996883810051,0
20220724SSWO0,2022-07-24,키움,삼성,1391.6780240875976,1603.1962784408822,0,0.0,0.6,0.4014730031126688,0.5858818642585263,1
20220726HHSS0,2022-07-26,삼성,한화,1407.1108316981818,1341.2298680748788,0,0.1,0.2,0.41202176582476585,0.3525048476253871,0
20220727HHSS0,2022-07-27,삼성,한화,1395.2370296269862,1353.1036701460744,0,0.1,0.2,0.4102697895048918,0.35578784469811614,1
20220728HHSS0,2022-07-28,삼성,한화,1404.0302440526507,1344.31045572041,0,0.2,0.2,0.413645400070497,0.35810199339611104,0
20220729LTSS0,2022-07-29,삼성,롯데,1402.3281008720603,1425.3794843269015,0,0.25,0.4,0.41424945159128884,0.41353960906425846,1
20220730LTSS0,2022-07-30,삼성,롯데,1412.9906012077363,1414.7169839912256,0,0.35,0.3,0.4168618015424606,0.41390091112891236,0
20220731LTSS0,2022-07-31,삼성,롯데,1403.040290089569,1424.6672951093929,0,0.35,0.3,0.41733444550898824,0.416759637345145,0
20220803SSOB0,2022-08-03,두산,삼성,1403.6619625962323,1459.7584670274348,0,0.4,0.6,0.4182538019285492,0.4907841929798484,0
20220804SSOB0,2022-08-04,두산,삼성,1395.2626643749838,1468.1577652486833,0,0.4,0.6,0.4164171375824572,0.4931195918045291,1
20220805SSSK0,2022-08-05,SSG,삼성,1407.3305007875638,1641.20611439213,0,0.5,0.7,0.42503800896571614,0.5932124290191212,1
20220806SSSK0,2022-08-06,SSG,삼성,1423.2009698145578,1625.335645365136,0,0.6,0.6,0.4275368641479801,0.5905688467980398,0
20220807SSSK0,2022-08-07,SSG,삼성,1418.4406246663873,1630.0959905133066,0,0.5,0.7,0.4274801248454155,0.5903634415132981,0
20220810HTSS0,2022-08-10,삼성,KIA,1413.8762132750383,1478.8586927769995,0,0.5,0.3,0.4274249697680384,0.5494046366345078,1
20220812HTSS0,2022-08-12,삼성,KIA,1425.725050848113,1467.0098552039249,0,0.5,0.3,0.42885893719587787,0.54810618351472,1
20220813SSKT0,2022-08-13,KT,삼성,1436.9077616801637,1560.4284843898033,0,0.55,0.5,0.43086002628862796,0.5565555277011782,0
20220814SSKT0,2022-08-14,KT,삼성,1430.3203908670164,1567.0158552029507,0,0.45,0.5,0.4243175749451357,0.5640623935699203,0
20220816SSLG0,2022-08-16,LG,삼성,1424.0636212300356,1578.2986704745772,0,0.45,0.6,0.42368620369459076,0.6239754542447504,0
20220817SSLG0,2022-08-17,LG,삼성,1418.2325400382465,1584.1297516663662,0,0.4,0.7,0.42135582758975415,0.6258716860275272,0
20220818SSHH0,2022-08-18,한화,삼성,1412.6748563692029,1357.8800257336336,0,0.4,0.3,0.4188068077221077,0.36938351154323473,1
20220819SSHH0,2022-08-19,한화,삼성,1421.1106815582236,1349.4442005446128,0,0.4,0.2,0.42262456340437665,0.3679095409766923,1
20220821NCSS0,2022-08-21,삼성,NC,1429.076720214542,1525.7258924091238,0,0.4,0.7,0.42754969491159567,0.48609894395432723,0
20220823SSSK0,2022-08-23,SSG,삼성,1421.7889059140014,1634.1203507990467,0,0.4,0.7,0.4242675364572469,0.5956869477323685,0
20220824SSSK0,2022-08-24,SSG,삼성,1417.2381898205224,1638.6710668925257,0,0.4,0.7,0.4211919544930661,0.5986232043504228,0
20220825SSLT0,2022-08-25,롯데,삼성,1412.8690127121615,1491.9540037011575,0,0.3,0.7,0.41975426581032027,0.4156928180605732,1
20220826SSLT0,2022-08-26,롯데,삼성,1425.1067465980677,1479.7162698152513,0,0.3,0.6,0.42453343548288935,0.4129843008594167,0
20220827HHSS0,2022-08-27,삼성,한화,1416.6657178927505,1383.9870798050235,0,0.3,0.4,0.420692978229445,0.36694657334854464,1
20220828HHSS0,2022-08-28,삼성,한화,1425.7279149260437,1374.9248827717304,0,0.4,0.4,0.4242318591670245,0.3655980800100831,1
20220831SKSS0,2022-08-31,삼성,SSG,1434.276019124502,1613.1611363336617,0,0.5,0.5,0.4257593855646206,0.5943820224719101,1
20220901SSHT0,2022-09-01,KIA,삼성,1449.0133502201513,1488.2983043480656,0,0.6,0.6,0.42686599268659925,0.5489455141283484,1
20220902SSHT0,2022-09-02,KIA,삼성,1460.1392678561976,1477.1723867120193,0,0.6,0.5,0.4298995983601232,0.546082891277999,0
20220903SSOB0,2022-09-03,두산,삼성,1450.629128032928,1423.9067541056984,0,0.5,0.3,0.42613215398926185,0.4557057551459922,1
20220906WOSS0,2022-09-06,삼성,키움,1459.861509339183,1531.0114506472262,0,0.6,0.8,0.4291243097364176,0.5077364807990872,1
20220907WOSS0,2022-09-07,삼성,키움,1471.88121423069,1518.9917457557192,0,0.7,0.7,0.4362048306741502,0.5009532879802109,1
20220908LTSS0,2022-09-08,삼성,롯데,1483.22891482158,1467.0382426940705,0,0.8,0.4,0.437249935302744,0.4128288265764534,0
20220909LTSS0,2022-09-09,삼성,롯데,1472.7632468517606,1477.5039106638899,0,0.7,0.4,0.43654081947828693,0.41392176005671183,1
20220910LGSS0,2022-09-10,삼성,LG,1482.8996856573467,1607.5178268403151,0,0.8,0.75,0.44025012010103987,0.6479572658360991,0
20220911LGSS0,2022-09-11,삼성,LG,1476.340192398577,1614.0773200990848,0,0.7,0.75,0.4330538500205778,0.6542336449830549,1
20220913SSNC0,2022-09-13,NC,삼성,1490.1091743284417,1540.4833401408987,0,0.7,0.7,0.4350027831706423,0.5150808631489793,1
20220914SSNC0,2022-09-14,NC,삼성,1501.5489844113188,1529.0435300580216,0,0.7,0.6,0.4369396840428608,0.513260267034343,0
20220915OBSS0,2022-09-15,삼성,두산,1492.3386932311041,1414.2818097961997,0,0.6,0.3,0.43317545608436897,0.4542408393214657,1
20220916OBSS0,2022-09-16,삼성,두산,1500.1290874317806,1406.4914155955232,0,0.7,0.3,0.4424667530460214,0.4462432068905201,0
20220917HTSS0,2022-09-17,삼성,KIA,1487.4973908962077,1450.1082224603551,0,0.6,0.4,0.44196056574307585,0.5454691535150645,1
20220918HTSS0,2022-09-18,삼성,KIA,1496.4253792245809,1441.180234131982,0,0.6,0.4,0.4498383149502742,0.5379799216024598,1
20220920SSWO0,2022-09-20,키움,삼성,1504.848563003205,1530.861677887547,0,0.6,0.6,0.45287385830397764,0.5088645515385655,1
20220921SSWO0,2022-09-21,키움,삼성,1515.5958847161396,1520.1143561746126,0,0.7,0.5,0.4597428738393611,0.5017543805651568,0
20220922KTSS0,2022-09-22,삼성,KT,1505.7259294472926,1546.0704687249563,0,0.6,0.4,0.4592353011195429,0.5483038973170268,0
20220923KTSS0,2022-09-23,삼성,KT,1496.8819473549468,1554.9144508173022,0,0.6,0.5,0.4581761834122046,0.5494199909992813,1
20220925HTSS0,2022-09-25,삼성,KIA,1508.5368949705278,1439.7893159587697,0,0.6,0.2,0.46000135540591325,0.5212669683257919,0
20220928SSNC0,2022-09-28,NC,삼성,1496.5836067284176,1516.3665216100096,0,0.5,0.4,0.4594419366475251,0.5016313170290337,0
20220929NCSS0,2022-09-29,삼성,NC,1487.152390230314,1525.7977381081132,0,0.5,0.5,0.45888867861073374,0.5024330756207007,1
20220930OBSS0,2022-09-30,삼성,두산,1498.2601281445573,1434.5329903162483,0,0.5,0.4,0.4612984519380775,0.4443593780327374,1
20221001OBSS0,2022-10-01,삼성,두산,1506.4462103324854,1426.3469081283201,0,0.6,0.4,0.4678247893877263,0.43888034796955266,1
20221004SSKT0,2022-10-04,KT,삼성,1514.1807622941274,1576.7181967379465,0,0.6,0.7,0.4687567208129263,0.5624203673383874,0
20221005SSKT0,2022-10-05,KT,삼성,1505.9615439153445,1584.9374151167294,0,0.5,0.8,0.4659743821927735,0.5653354917481789,1
20221006SSOB0,2022-10-06,두산,삼성,1518.1962941417742,1435.7182609674492,0,0.5,0.4,0.46849978716072405,0.44469791017752064,0
20221007SSOB0,2022-10-07,두산,삼성,1505.8659961389849,1448.0485589702384,0,0.5,0.5,0.4679673134718048,0.4458042054685021,1
20221008SKSS0,2022-10-08,삼성,SSG,1514.2170697071792,1522.362920200455,0,0.6,0.5,0.4726334057824228,0.57669700596932,1
20230401NCSS0,2023-04-01,삼성,NC,1524.4514831804806,1535.9920780729863,0,0.5,0.5,0.5,0.5,0
20230402NCSS0,2023-04-02,삼성,NC,1514.7835260932075,1545.6600351602594,0,0.0,1.0,0.0,1.0,1
20230404HHSS0,2023-04-04,삼성,한화,1525.66989123589,1375.5592750980356,0,0.5,0.0,0.24615384615384617,0.3902439024390244,1
20230406HHSS0,2023-04-06,삼성,한화,1531.5995345177,1369.6296318162256,0,0.6666666666666666,0.0,0.36,0.4041237113402062,0
20230407SSLG0,2023-04-07,LG,삼성,1517.248402292024,1568.850903251652,0,0.5,0.6,0.24615384615384617,0.6138686131386861,0
20230408SSLG0,2023-04-08,LG,삼성,1508.7228160297655,1577.3764895139104,0,0.4,0.6666666666666666,0.2091672046481601,0.674648620510151,0
20230409SSLG0,2023-04-09,LG,삼성,1500.6735044379068,1585.425801105769,0,0.3333333333333333,0.7142857142857143,0.20867052023121388,0.6811320754716981,0
20230411SKSS0,2023-04-11,삼성,SSG,1493.0656112520946,1537.0238195791162,0,0.2857142857142857,0.8333333333333334,0.21607055365017147,0.699667221297837,0
20230412SKSS0,2023-04-12,삼성,SSG,1484.3241220225593,1545.7653088086515,0,0.25,0.8571428571428571,0.2358490566037736,0.686053412462908,0
20230413SKSS0,2023-04-13,삼성,SSG,1476.074334614067,1554.0150962171438,0,0.2222222222222222,0.875,0.21338340730624786,0.7212855637513171,1
20230414LTSS0,2023-04-14,삼성,롯데,1488.2807611045748,1484.3445679019255,0,0.3,0.4444444444444444,0.2851485148514851,0.38170347003154576,1
20230415LTSS0,2023-04-15,삼성,롯데,1498.167473204066,1474.4578558024343,0,0.4,0.4,0.3308282960300604,0.3810430706123645,0
20230416LTSS0,2023-04-16,삼성,롯데,1487.4861129152728,1485.1392160912276,0,0.3,0.5,0.31932558436581937,0.4235294117647059,1
20230418SSWO0,2023-04-18,키움,삼성,1497.4185648221269,1519.302601288208,0,0.3,0.5,0.38863458747348445,0.4800079968012795,1
20230419SSWO0,2023-04-19,키움,삼성,1508.0476063568526,1508.673559753482,0,0.4,0.4,0.4098360655737705,0.46368438428524267,1
20230420SSWO0,2023-04-20,키움,삼성,1518.0656227243594,1498.6555433859753,0,0.5,0.4,0.4428629195309341,0.4357512953367876,0
20230421SSHT0,2023-04-21,KIA,삼성,1507.5075362242296,1425.5932931828952,0,0.5,0.2,0.41525173482947,0.34223086441576805,0
20230422SSHT0,2023-04-22,KIA,삼성,1495.1925900145905,1437.9082393925344,0,0.5,0.3,0.4139417656032367,0.3623603984304256,0
20230423SSHT0,2023-04-23,KIA,삼성,1483.558593630198,1449.5422357769269,0,0.5,0.4,0.39617172876034057,0.4025818472185254,0
20230426OBSS0,2023-04-26,삼성,두산,1472.582640578454,1493.8238164423465,0,0.5,0.55,0.3902439024390244,0.5235163923087564,1
20230427OBSS0,2023-04-27,삼성,두산,1483.1932501885826,1483.2132068322178,0,0.5,0.55,0.3958904109589041,0.5175384615384615,1
20230428SSKT0,2023-04-28,KT,삼성,1493.1938245869587,1494.2851816828152,0,0.5,0.35,0.4072167428433967,0.5052354585823146,1
20230429SSKT0,2023-04-29,KT,삼성,1503.2252362658965,1484.2537700038774,0,0.6,0.25,0.41944847605224966,0.5,1
20230430SSKT0,2023-04-30,KT,삼성,1512.679735625241,1474.799270644533,0,0.6,0.15,0.4255278088695048,0.4953489378271968,1
20230502WOSS0,2023-05-02,삼성,키움,1521.593747935931,1495.4503032153352,0,0.6,0.4,0.43016845329249614,0.5052354585823146,0
20230503WOSS0,2023-05-03,삼성,키움,1510.8426960835486,1506.2013550677177,0,0.5,0.5,0.41442903511360285,0.5256241787122208,0
20230504WOSS0,2023-05-04,삼성,키움,1500.7091154967397,1516.3349356545266,0,0.5,0.5,0.40385904264700695,0.5399361022364217,1
20230509SSHH0,2023-05-09,한화,삼성,1511.1585597604176,1397.1803218471955,0,0.6,0.4,0.460379850323879,0.4098360655737705,1
20230510SSHH0,2023-05-10,한화,삼성,1517.990832841728,1390.348048765885,0,0.7,0.3,0.49236685700967253,0.3813855605716031,0
20230511SSHH0,2023-05-11,한화,삼성,1504.4738059246943,1403.8650756829188,0,0.7,0.4,0.4776231561369329,0.399811792192621,0
20230512LGSS0,2023-05-12,삼성,LG,1491.656368096859,1575.0825142537835,0,0.6,0.6,0.46328491982074405,0.5912897487658145,1
20230513LGSS0,2023-05-13,삼성,LG,1504.0124566550744,1562.7264256955682,0,0.6,0.5,0.478271138403401,0.5778915086046921,0
20230514LGSS0,2023-05-14,삼성,LG,1495.6864750091534,1571.0524073414892,0,0.5,0.6,0.4686719223771983,0.5842420043032712,0
20230516HTSS0,2023-05-16,삼성,KIA,1487.8222856678287,1476.0495994616595,0,0.4,0.4,0.46006389776357826,0.47601381604195986,0
20230517HTSS0,2023-05-17,삼성,KIA,1477.4835701441152,1486.388314985373,0,0.3,0.4,0.44213058989463205,0.5,0
20230519SSNC0,2023-05-19,NC,삼성,1467.7398131976229,1520.2270402280421,0,0.3,0.5,0.4413793103448276,0.5493839233326814,1
20230520SSNC0,2023-05-20,NC,삼성,1479.2391284245975,1508.7277250010675,0,0.4,0.5,0.445942034229475,0.5447816280500307,0
20230521SSNC0,2023-05-21,NC,삼성,1470.0858462507333,1517.8810071749317,0,0.3,0.6,0.4174752531759104,0.5755515955394706,1
20230523SSOB0,2023-05-23,두산,삼성,1481.452888992792,1471.466654316025,0,0.3,0.6,0.4209547029385346,0.4623722670604225,0
20230524SSOB0,2023-05-24,두산,삼성,1471.1655411797365,1481.7540021290804,0,0.3,0.7,0.4181384749167891,0.4692169005252019,1
20230525SSOB0,2023-05-25,두산,삼성,1481.4702072663154,1471.4493360425015,0,0.4,0.6,0.4329191558300667,0.456128721224539,0
20230526KTSS0,2023-05-26,삼성,KT,1471.1818633592998,1453.9973732541957,0,0.3,0.5,0.4315408191696852,0.42467473179639353,0
20230527KTSS0,2023-05-27,삼성,KT,1460.6876569155704,1464.491579697925,0,0.3,0.6,0.4247136175693079,0.4329722033058874,0
20230528KTSS0,2023-05-28,삼성,KT,1450.797138239723,1474.3820983737726,0,0.3,0.6,0.4184974269219717,0.4413793103448276,1
20230530SSSK0,2023-05-30,SSG,삼성,1461.474927173792,1575.0055401203829,0,0.4,0.55,0.42541951522684895,0.5808297176332106,0
20230531SSSK0,2023-05-31,SSG,삼성,1454.6310584966063,1581.8494087975685,0,0.4,0.6,0.4239026341628987,0.5823356885748567,1
20230601SSSK0,2023-06-01,SSG,삼성,1468.1373757100282,1568.3430915841466,0,0.4,0.6,0.4272189349112426,0.5787886272929369,0
20230602SSHH0,2023-06-02,한화,삼성,1460.9441311435148,1452.275670595228,0,0.4,0.55,0.4023575638506876,0.4070667957405615,1
20230603SSHH0,2023-06-03,한화,삼성,1470.6946845505872,1442.5251171881555,0,0.4,0.5,0.40782618448017455,0.40805879055863487,1
20230604SSHH0,2023-06-04,한화,삼성,1479.8856711953024,1433.3341305434403,0,0.5,0.5,0.4205087440381558,0.39813824095869893,0
20230606NCSS0,2023-06-06,삼성,NC,1468.5537708425004,1530.7851375148116,0,0.4,0.6,0.412508145714207,0.5914904112967874,1
